标准实体编号,标准实体名称,实体类型,别名集合,定义或备注,代表来源文档,代表来源页码,代表证据句,关联原始实体数,累计提及次数,最高置信度,复核状态
SE0385,产品化推进,设计问题,,提出现阶段变构飞行的高成本特征是其无法顺利向产品化推进的重要限制之一；采取费效比等综合指标方式对变构飞行的代,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,1,提出现阶段变构飞行的高成本特征是其无法顺利向产品化推进的重要限制之一；采取费效比等综合指标方式对变构飞行的代,1,1,0.9,已规范化
SE0386,关键技术难点,设计问题,,系对变构飞行器气动布局设计的关键技术难点进行,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,1,系对变构飞行器气动布局设计的关键技术难点进行,1,3,0.95,已规范化
SE0387,容积侵占,设计问题,,最大起飞重量，变体机构的容积侵占不大于2000L时，可以取得较好的航程收,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,40,最大起飞重量，变体机构的容积侵占不大于2000L 时，可以取得较好的航程收,1,5,0.95,已规范化
SE0388,局部应力集中,设计问题,,刘思佳，等：空天变构飞行技术研究现状与未来发展研判传统机构体积大、重量高，严重削弱了变体带来的气动收益。此外，还存在非连续蒙皮变形使局部应力集中，容易引发气动干扰等问题。在实际工程设计中，对效益的考量…,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,4,"刘思佳，等：空天变构飞行技术研究现状与未来发展研判 传统机构体积大、重量高，严重削弱了变体带来的 气动收益。此外，还存在非连续蒙皮变形使局部应 力集中，容易引发气动干扰等问题。 在实际工程设计中，对效益的考量是必不可少 的参考因素。在美国空军与NASA合作开展的任务 自适应机翼(Mission Adaptive Wing, MAW)演示验 证项目中，AFTI/F-111改装机(图1)成功试飞，美 方却依然决定不将该项技术投入使用，与",1,1,0.9,已规范化
SE0389,工程应用,设计问题,,未充分开展，与工程应用仍存在差距，提出当前智,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,3,未充分开展，与工程应用仍存在差距，提出当前智,1,13,0.95,已规范化
SE0390,技术成熟度,设计问题,,是以机械结构驱动的变构方式技术成熟度最高，而,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,3,是以机械结构驱动的变构方式技术成熟度最高，而,1,5,0.95,已规范化
SE0391,技术难点,设计问题,,系对变构飞行器气动布局设计的关键技术难点进行,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,1,系对变构飞行器气动布局设计的关键技术难点进行,1,4,0.95,已规范化
SE0392,收益代价,设计问题,,2.3.3应用变体技术的大展弦比飞机收益代价边界................................21,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,8,2.3.3 应用变体技术的大展弦比飞机收益代价边界 ................................ 21,1,14,0.95,已规范化
SE0393,空间代价,设计问题,,图2.8在不同空间代价下，应用变体技术减少了50%起降翼展后RQ-4A的,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,12,图 2.8 在不同空间代价下，应用变体技术减少了50%起降翼展后RQ-4A 的,1,5,0.95,已规范化
SE0394,维护成本,设计问题,,重，占据了有效载荷的质量与空间，且维护成本高，,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,3,重，占据了有效载荷的质量与空间，且维护成本高，,1,6,0.95,已规范化
SE0395,综合指标,设计问题,,提出现阶段变构飞行的高成本特征是其无法顺利向产品化推进的重要限制之一；采取费效比等综合指标方式对变构飞行的代,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,1,提出现阶段变构飞行的高成本特征是其无法顺利向产品化推进的重要限制之一；采取费效比等综合指标方式对变构飞行的代,1,1,0.9,已规范化
SE0396,设计准则,设计问题,,性，总结形成了单-双折叠翼变体飞行器的气动设计规律和设计准则；在动力学和,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,5,性，总结形成了单-双折叠翼变体飞行器的气动设计规律和设计准则；在动力学和,1,8,0.95,已规范化
SE0397,设计目标,设计问题,,7.3.1单-双折叠翼变体几何外形设计的设计约束和设计目标..............106,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,10,7.3.1 单-双折叠翼变体几何外形设计的设计约束和设计目标 .............. 106,1,9,0.95,已规范化
SE0398,设计约束,设计问题,,定控制、结构实现等多专业角度考虑设计约束，总,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,2,定控制、结构实现等多专业角度考虑设计约束，总,1,19,0.95,已规范化
SE0399,费效比,设计问题,,提出现阶段变构飞行的高成本特征是其无法顺利向产品化推进的重要限制之一；采取费效比等综合指标方式对变构飞行的代,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,1,提出现阶段变构飞行的高成本特征是其无法顺利向产品化推进的重要限制之一；采取费效比等综合指标方式对变构飞行的代,1,4,0.95,已规范化
SE0400,非定常效应,设计问题,,维度连续变化，非定常效应明显，设计维度显著增,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,1,维度连续变化，非定常效应明显，设计维度显著增,1,20,0.95,已规范化
SE0401,CFD方法,研究方法,,力的空天飞行器设计方案。通过计算流体力学(CFD)方法，对折叠构型和展开构型的空天飞行器在不同高度、不同马赫数、,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,力的空天飞行器设计方案。通过计算流体力学(CFD)方法，对折叠构型和展开构型的空天飞行器在不同高度、不同马赫数、,1,4,0.95,已规范化
SE0402,RANS方程,研究方法,雷诺平均纳维-斯托克斯方程,"斯(Reynolds-averagedNavierStokes,RANS)方程。",D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,3,"斯(Reynolds-averaged Navier Stokes, RANS)方程。",2,2,0.9,已规范化
SE0403,S-A模型,研究方法,Spalart-Allmaras模型,型采用一方程Spalart-Allmaras(S-A)模型，计算区,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,3,型采用一方程Spalart-Allmaras(S-A)模型，计算区,2,2,0.9,已规范化
SE0404,三角形非结构网格,研究方法,,三角形非结构网格，如图4所示，然后通过阵面推,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,2,三角形非结构网格，如图 4所示，然后通过阵面推,1,1,0.9,已规范化
SE0405,代价估算方法,研究方法,,7.4.1单-双折叠翼变体飞行器的代价估算方法...................................115,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,10,7.4.1 单-双折叠翼变体飞行器的代价估算方法 ................................... 115,1,2,0.9,已规范化
SE0406,代理模型,研究方法,,为代理模型，构筑升力、阻力等气动特性与飞行,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,34,为代理模型，构筑升力、阻力等气动特性与飞行,1,3,0.95,已规范化
SE0407,优化方法,研究方法,,优化方法差别不大，相对容易进行。另外，相关,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,34,优化方法差别不大，相对容易进行。另外，相关,1,4,0.95,已规范化
SE0408,优化算法,研究方法,,熟的优化算法，取得了一定的优化效果，但绝大,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,34,熟的优化算法，取得了一定的优化效果，但绝大,1,1,0.9,已规范化
SE0409,六面体网格,研究方法,,进法沿着法向生成各向异性的六面体网格，最后,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,2,进法沿着法向生成各向异性的六面体网格，最后,1,2,0.9,已规范化
SE0410,动态气动力计算方法,研究方法,,估、气动布局方案优化、多学科耦合设计等方面的关键技术难点，重点对变体飞行器动态气动力计算方法和气动优化设,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,1,估、气动布局方案优化、多学科耦合设计等方面的关键技术难点，重点对变体飞行器动态气动力计算方法和气动优化设,1,2,0.9,已规范化
SE0411,参数化方法,研究方法,,设计成本。目前常用的三维参数化方法主要有：,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,33,设计成本。目前常用的三维参数化方法主要有：,1,4,0.95,已规范化
SE0412,四面体网格,研究方法,,四面体网格是用于变构飞行器建模、仿真、优化、试验或评估的研究方法。,待人工补充,,,1,0,0.6,已规范化
SE0413,地面车载变体试验,研究方法,,变体原理验证机并开展了空中变体飞行试验和地面车载变体试验。通过这些试,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,5,变体原理验证机并开展了空中变体飞行试验和地面车载变体试验。通过这些试,1,2,0.9,已规范化
SE0414,多学科总体设计优化平台,研究方法,,自行开发的多学科总体设计优化平台ACADO，本章首先分析了不同飞机的气,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,40,自行开发的多学科总体设计优化平台ACADO，本章首先分析了不同飞机的气,1,1,0.9,已规范化
SE0415,多目标优化,研究方法,,规律的设计可视为针对不同任务的多目标优化,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,35,规律的设计可视为针对不同任务的多目标优化,1,1,0.9,已规范化
SE0416,形状优化,研究方法,,形状优化是用于变构飞行器建模、仿真、优化、试验或评估的研究方法。,待人工补充,,,1,0,0.6,已规范化
SE0417,数值模拟,研究方法,,合构型(WingBody，WB)飞行器的数值模拟结,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,10,合构型(Wing Body，WB)飞行器的数值模拟结,1,6,0.95,已规范化
SE0418,无滑移绝热壁边界条件,研究方法,,域内的壁面边界使用无滑移绝热壁边界条件，外边,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,3,域内的壁面边界使用无滑移绝热壁边界条件，外边,1,1,0.9,已规范化
SE0419,有限体积法,研究方法,,控制方程的离散方式采用有限体积法，湍流模,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,3,控制方程的离散方式采用有限体积法，湍流模,1,1,0.9,已规范化
SE0420,梯度优化,研究方法,,梯度优化是用于变构飞行器建模、仿真、优化、试验或评估的研究方法。,待人工补充,,,1,0,0.6,已规范化
SE0421,模型预测控制,研究方法,,了动力学模型，提出了非线性模型预测控制器。,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,29,了动力学模型，提出了非线性模型预测控制器。,1,1,0.9,已规范化
SE0422,气动仿真,研究方法,,开两种构型，采用两级垂直发射、水平起降(VTHL)方式。(a)折叠构型(b)展开构型图3空天飞行器折叠及展开构型2气动仿真分析及方法2.1模型及网格变构型空天飞行器设计长度为13m，飞行器为面对称模型…,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,2,开两种构型，采用两级垂直发 射、水平起降(VTHL)方式。 (a)折叠构型 (b)展开构型 图3 空天飞行器折叠及展开构型 2 气动仿真分析及方法 2.1 模型及网格 变构型空天飞行器设计长度为13 m，飞行器为 面对称模型，考虑到要对飞行器的飞行稳定性进 行分析，在计算时需要计入侧滑角的影,1,1,0.9,已规范化
SE0423,气动优化设计技术,研究方法,,此外，基于人工智能的气动优化设计技术的,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,35,此外，基于人工智能的气动优化设计技术的,1,1,0.9,已规范化
SE0424,气动外形优化设计,研究方法,,法是开展气动外形优化设计、气动弹性分析的关,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,31,法是开展气动外形优化设计、气动弹性分析的关,1,5,0.95,已规范化
SE0425,空中变体飞行试验,研究方法,,变体原理验证机并开展了空中变体飞行试验和地面车载变体试验。通过这些试,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,5,变体原理验证机并开展了空中变体飞行试验和地面车载变体试验。通过这些试,1,2,0.9,已规范化
SE0426,粒子群算法,研究方法,,粒子群算法是用于变构飞行器建模、仿真、优化、试验或评估的研究方法。,待人工补充,,,1,0,0.6,已规范化
SE0427,网格,研究方法,,三角形非结构网格，如图4所示，然后通过阵面推,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,2,三角形非结构网格，如图 4所示，然后通过阵面推,1,20,0.95,已规范化
SE0428,背景网格,研究方法,,叠网格，其中下机翼和外流场为背景网格，上机翼和周围流场为重叠网格，通,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,56,叠网格，其中下机翼和外流场为背景网格，上机翼和周围流场为重叠网格，通,1,4,0.95,已规范化
SE0429,自由度动力学模型,研究方法,,图5.1单-双折叠翼单侧变体的2自由度动力学模型...................................77,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,14,图 5.1 单-双折叠翼单侧变体的2 自由度动力学模型................................... 77,1,4,0.95,已规范化
SE0430,计算流体力学,研究方法,,力的空天飞行器设计方案。通过计算流体力学(CFD)方法，对折叠构型和展开构型的空天飞行器在不同高度、不同马赫数、,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,力的空天飞行器设计方案。通过计算流体力学(CFD)方法，对折叠构型和展开构型的空天飞行器在不同高度、不同马赫数、,1,2,0.9,已规范化
SE0431,远场边界条件,研究方法,,方程的离散方式采用有限体积法，湍流模型采用一方程Spalart-Allmaras(S-A)模型，计算区域内的壁面边界使用无滑移绝热壁边界条件，外边界则采用远场边界条件。2.3升阻特性分析2.3.1折叠…,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,3,方程的离散方式采用有限体积法，湍流模 型采用一方程Spalart-Allmaras(S-A)模型，计算区 域内的壁面边界使用无滑移绝热壁边界条件，外边 界则采用远场边界条件。 2.3 升阻特性分析 2.3.1 折叠构型高超声速升阻特性 按照飞行轨迹设计方案，折叠构型将用于高超 声速段减速下降过程。从图 5可以看出，折叠构型,1,1,0.9,已规范化
SE0432,遗传算法,研究方法,,计了机翼位置与后掠角的变形策略。遗传算法,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,35,计了机翼位置与后掠角的变形策略。遗传算法,1,1,0.9,已规范化
SE0433,重叠网格,研究方法,,图4.4二维双翼CFD计算所使用的重叠网格.............................................38,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,12,图 4.4 二维双翼CFD 计算所使用的重叠网格 ............................................. 38,1,6,0.95,已规范化
SE0434,金字塔形体网格,研究方法,,采用四面体和金字塔形体网格填充整个流场。为,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,2,采用四面体和金字塔形体网格填充整个流场。为,1,1,0.9,已规范化
SE0435,非结构网格,研究方法,,三角形非结构网格，如图4所示，然后通过阵面推,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,2,三角形非结构网格，如图 4所示，然后通过阵面推,1,1,0.9,已规范化
SE0436,风洞试验,研究方法,,针对改变后掠角的变构方式，对风洞试验过程中表,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,2,针对改变后掠角的变构方式，对风洞试验过程中表,1,20,0.95,已规范化
SE0437,飞行试验,研究方法,,原型机飞行试验，2040年后实现可运营的高速客运,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,1,原型机飞行试验，2040年后实现可运营的高速客运,1,14,0.95,已规范化
SE0438,3AS项目,项目/机构,,航空学报629595-3变形来提高气动效率，变体设计方案如图2［5］所示，飞行试验结果表明自适应机翼在设计巡航点阻力减少了约7%，非设计点的阻力减少了20%以上［5］。1985年，NASA与洛克韦尔公…,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,3,航 空 学 报 629595-3 变形来提高气动效率，变体设计方案如图2 ［5］所 示，飞行试验结果表明自适应机翼在设计巡航点 阻力减少了约7%，非设计点的阻力减少了20% 以上 ［5］。 1985 年，NASA 与洛克韦尔公司合作开展了 主动柔性机翼(Active Flexible Wing， AFW)项 目 ［6］，1996 年扩展为主动气动弹性机翼(Active Aeroelastic Wing， AAW)计划 ［7］。该项目采,1,1,0.9,已规范化
SE0439,AAW计划,项目/机构,,航空学报629595-3变形来提高气动效率，变体设计方案如图2［5］所示，飞行试验结果表明自适应机翼在设计巡航点阻力减少了约7%，非设计点的阻力减少了20%以上［5］。1985年，NASA与洛克韦尔公…,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,3,航 空 学 报 629595-3 变形来提高气动效率，变体设计方案如图2 ［5］所 示，飞行试验结果表明自适应机翼在设计巡航点 阻力减少了约7%，非设计点的阻力减少了20% 以上 ［5］。 1985 年，NASA 与洛克韦尔公司合作开展了 主动柔性机翼(Active Flexible Wing， AFW)项 目 ［6］，1996 年扩展为主动气动弹性机翼(Active Aeroelastic Wing， AAW)计划 ［7］。该项目采,1,1,0.9,已规范化
SE0440,ACADO,项目/机构,,图2.1ACADO的模块和结构.....................................................................17,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,11,图 2.1 ACADO 的模块和结构 ..................................................................... 17,1,20,0.95,已规范化
SE0441,ACTE项目,项目/机构,,的是，ACTE项目中在湾流飞机后缘加装的柔,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,23,的是，ACTE 项目中在湾流飞机后缘加装的柔,1,1,0.9,已规范化
SE0442,AFW项目,项目/机构,,航空学报629595-3变形来提高气动效率，变体设计方案如图2［5］所示，飞行试验结果表明自适应机翼在设计巡航点阻力减少了约7%，非设计点的阻力减少了20%以上［5］。1985年，NASA与洛克韦尔公…,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,3,航 空 学 报 629595-3 变形来提高气动效率，变体设计方案如图2 ［5］所 示，飞行试验结果表明自适应机翼在设计巡航点 阻力减少了约7%，非设计点的阻力减少了20% 以上 ［5］。 1985 年，NASA 与洛克韦尔公司合作开展了 主动柔性机翼(Active Flexible Wing， AFW)项 目 ［6］，1996 年扩展为主动气动弹性机翼(Active Aeroelastic Wing， AAW)计划 ［7］。该项目采,1,1,0.9,已规范化
SE0443,DARPA,项目/机构,,DARPA等机构先后大力推动多个研究验证项目，包,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,2,DARPA等机构先后大力推动多个研究验证项目，包,1,7,0.95,已规范化
SE0444,MADCAT项目,项目/机构,,航空学报629595-5装置(AdaptiveTrailingEdgeDevice，ATED)可以实现后缘的智能变弯度，有效降低了飞行油耗［15］。项目过程中开展了多次风洞试验，充分验证了前缘、后缘、…,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,5,航 空 学 报 629595-5 装置(Adaptive Trailing Edge Device， ATED)可以 实现后缘的智能变弯度，有效降低了飞行油耗 ［15］。 项目过程中开展了多次风洞试验，充分验证了前 缘、后缘、翼梢变形的可行性。 2014 年，NASA 组织开展了自适应柔性后缘 (Adaptive Compliant Trailing Edge， ACTE)项 目 ［16］。在湾流飞机上安装ACTE 襟翼来实现后 缘连续,1,1,0.9,已规范化
SE0445,MAS计划,项目/机构,,(MorphingAircraftStructures，MAS)计划,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,3,(Morphing Aircraft Structures， MAS)计划,1,1,0.9,已规范化
SE0446,NASA,项目/机构,,对机翼扭转变形的驱动。在此期间，NASA联合,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,2,对机翼扭转变形的驱动。在此期间，NASA联合,1,18,0.95,已规范化
SE0447,NextGen公司,项目/机构,,成果是NextGen公司试飞的MFX-1、MFX-2，其,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,4,成果是NextGen 公司试飞的MFX-1、MFX-2，其,1,2,0.9,已规范化
SE0448,SARISTU项目,项目/机构,,图7SARISTU项目中的机翼示意［14］,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,4,图7 SARISTU 项目中的机翼示意［14］,1,1,0.9,已规范化
SE0449,SAW项目,项目/机构,,应机翼(SpanwiseAdaptiveWing，SAW)项目，,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,5,应机翼(Spanwise Adaptive Wing， SAW)项目，,1,3,0.95,已规范化
SE0450,SMS项目,项目/机构,,航空学报629595-5装置(AdaptiveTrailingEdgeDevice，ATED)可以实现后缘的智能变弯度，有效降低了飞行油耗［15］。项目过程中开展了多次风洞试验，充分验证了前缘、后缘、…,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,5,航 空 学 报 629595-5 装置(Adaptive Trailing Edge Device， ATED)可以 实现后缘的智能变弯度，有效降低了飞行油耗 ［15］。 项目过程中开展了多次风洞试验，充分验证了前 缘、后缘、翼梢变形的可行性。 2014 年，NASA 组织开展了自适应柔性后缘 (Adaptive Compliant Trailing Edge， ACTE)项 目 ［16］。在湾流飞机上安装ACTE 襟翼来实现后 缘连续,1,1,0.9,已规范化
SE0451,SmartWing项目,项目/机构,,展了智能机翼(SmartWing)项目,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,3,展了智能机翼(Smart Wing)项目,1,1,0.9,已规范化
SE0452,中国航天科技创新研究院,项目/机构,,(中国航天科技创新研究院北京100088),D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,1,(中国航天科技创新研究院 北京100088),1,2,0.9,已规范化
SE0453,欧盟,项目/机构,,2002年，欧盟启动了主动气动弹性飞行器结,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,3,2002 年，欧盟启动了主动气动弹性飞行器结,1,3,0.95,已规范化
SE0454,波音公司,项目/机构,,布局发展的希望之星。目前美国航空航天局已经与波音公司合作开展了跨声,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,22,布局发展的希望之星 。目前美国航空航天局已经与波音公司合作开展了跨声,1,2,0.9,已规范化
SE0455,洛克韦尔公司,项目/机构,,1985年，NASA与洛克韦尔公司合作开展了,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,3,1985 年，NASA 与洛克韦尔公司合作开展了,1,1,0.9,已规范化
SE0456,清华大学,项目/机构,,图1.242015年清华大学陈海昕提出的单-双折叠翼变体方案.....................13,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,11,图 1.24 2015 年清华大学陈海昕提出的单-双折叠翼变体方案 ..................... 13,1,3,0.95,已规范化
SE0457,空客A320飞行试验平台,项目/机构,,航空学报629595-5装置(AdaptiveTrailingEdgeDevice，ATED)可以实现后缘的智能变弯度，有效降低了飞行油耗［15］。项目过程中开展了多次风洞试验，充分验证了前缘、后缘、…,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,5,航 空 学 报 629595-5 装置(Adaptive Trailing Edge Device， ATED)可以 实现后缘的智能变弯度，有效降低了飞行油耗 ［15］。 项目过程中开展了多次风洞试验，充分验证了前 缘、后缘、翼梢变形的可行性。 2014 年，NASA 组织开展了自适应柔性后缘 (Adaptive Compliant Trailing Edge， ACTE)项 目 ［16］。在湾流飞机上安装ACTE 襟翼来实现后 缘连续,1,1,0.9,已规范化
SE0458,空客公司,项目/机构,,2021年，空客公司启动了超性能机翼(Extra,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,5,2021 年，空客公司启动了超性能机翼(Extra,1,3,0.95,已规范化
SE0459,西北工业大学,项目/机构,,93CN11-1929/V629595-1变体飞行器变形方式及气动布局设计关键技术研究进展陈树生1，*，贾苜梁1，刘衍旭1，高正红1，向星皓21．西北工业大学航空学院，西安7100722．中国空气动力…,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,1,93 CN 11-1929/V 629595-1 变体飞行器变形方式及气动布局设计关键技术 研究进展 陈树生1，*，贾苜梁1，刘衍旭1，高正红1，向星皓2 1．西北工业大学 航空学院，西安 710072 2．中国空气动力研究与发展中心，绵阳 621000 摘 要：能够根据任务需求、飞行环境自适应改变外形来达到最佳飞行性能的变,1,1,0.9,已规范化
SE0460,麻省理工学院,项目/机构,,2016年以来，NASA联合麻省理工学院等多,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,5,2016 年以来，NASA 联合麻省理工学院等多,1,1,0.9,已规范化
SE0461,MFX-1,专业概念,,成果是NextGen公司试飞的MFX-1、MFX-2，其,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,4,成果是NextGen 公司试飞的MFX-1、MFX-2，其,1,2,0.9,建议抽样复核
SE0462,MFX-2,专业概念,,成果是NextGen公司试飞的MFX-1、MFX-2，其,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,4,成果是NextGen 公司试飞的MFX-1、MFX-2，其,1,2,0.9,建议抽样复核
SE0463,VTHL,专业概念,,了折展变形机构和柔性蒙皮，使得机翼可以在飞行过程中自由展开和收拢，从而根据任务调整构型，发展了收缩折叠和大翼面展开两种构型，采用两级垂直发射、水平起降(VTHL)方式。(a)折叠构型(b)展开构型图3…,D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,2,了折展 变形机构和柔性蒙皮，使得机翼可以在飞行过程中 自由展开和收拢，从而根据任务调整构型，发展了 收缩折叠和大翼面展开两种构型，采用两级垂直发 射、水平起降(VTHL)方式。 (a)折叠构型 (b)展开构型 图3 空天飞行器折叠及展开构型 2 气动仿真分析及方法 2.1 模型及网格 变构型,1,1,0.9,建议抽样复核
SE0464,aerodynamic design,专业概念,,"Zuo Guang, Ai Bangsheng. Aerodynamic design of advanced space",D3_跨域变构飞行器变形方案设计及气动特性分析_安英韬,7,"Zuo Guang, Ai Bangsheng. Aerodynamic design of advanced space",1,6,0.95,建议抽样复核
SE0465,morphing process,专业概念,,"morphing process, and the aileron characteristics of the aerodynamic-driven morphing",D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,6,"morphing process, and the aileron characteristics of the aerodynamic-driven morphing",1,20,0.95,建议抽样复核
SE0466,传力路径,专业概念,,研究中，分析了变体过程中机翼和机构的传力路径和受力特性，并进一步以“全,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,5,研究中，分析了变体过程中机翼和机构的传力路径和受力特性，并进一步以“全,1,14,0.95,建议抽样复核
SE0467,传感技术,专业概念,,资助下开展了智能变形与传感技术(SmartMor‐,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,5,资助下开展了智能变形与传感技术(Smart Mor‐,1,1,0.9,建议抽样复核
SE0468,全模建模,专业概念,,全模建模是变构飞行器文献中出现的专业概念，用于描述设计、分析或技术背景。,待人工补充,,,1,0,0.6,建议抽样复核
SE0469,公转角,专业概念,,图6.10连杆上最大弯矩随公转角度的变化曲线.........................................95,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,15,图 6.10 连杆上最大弯矩随公转角度的变化曲线 ......................................... 95,1,20,0.95,建议抽样复核
SE0470,几何外形设计,专业概念,,7.3单-双折叠翼变体飞行器的几何外形设计研究...................................106,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,10,7.3 单-双折叠翼变体飞行器的几何外形设计研究 ................................... 106,1,15,0.95,建议抽样复核
SE0471,原理验证机,专业概念,,变体原理验证机并开展了空中变体飞行试验和地面车载变体试验。通过这些试,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,5,变体原理验证机并开展了空中变体飞行试验和地面车载变体试验。通过这些试,1,20,0.95,建议抽样复核
SE0472,固定翼,专业概念,,当传统的固定翼飞行器性能囿于单一气动布局,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,1,当传统的固定翼飞行器性能囿于单一气动布局,1,16,0.95,建议抽样复核
SE0473,多学科一体化设计,专业概念,,任务性能的新概念变形方式，建立智能变体设计模型及多学科强耦合一体化设计体系将成为重要发展趋势。关键词：变体飞行器；变形方式；机翼变体；优化设计；非定常效应；多学科一体化中图分类号：V221.3；V11…,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,1,任务性能的新概念变形方式，建立智能变体设计模型及多学科强耦合一体化设计体系将成 为重要发展趋势。 关键词：变体飞行器；变形方式；机翼变体；优化设计；非定常效应；多学科一体化 中图分类号：V221. 3；V11 文献标识码：A 文章编号：1000-6893(2024)06-629595-47 自莱特兄弟“飞行者一,1,1,0.82,建议抽样复核
SE0474,多学科总体设计,专业概念,,翼变体飞机多学科总体设计方法；第二部分是单-双折叠翼变体飞行器的原理,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,32,翼变体飞机多学科总体设计方法；第二部分是单-双折叠翼变体飞行器的原理,1,7,0.95,建议抽样复核
SE0475,多学科耦合设计,专业概念,,估、气动布局方案优化、多学科耦合设计等方面的关键技术难点，重点对变体飞行器动态气动力计算方法和气动优化设,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,1,估、气动布局方案优化、多学科耦合设计等方面的关键技术难点，重点对变体飞行器动态气动力计算方法和气动优化设,1,1,0.9,建议抽样复核
